physName,comment,commentDate,ratingStaff,ratingPunctuality,ratingHelpfulness,ratingKnowledge
Dr. Susan Greenbloom,I went to Dr.Greenbloom today. She is very knowledgeable and very caring. I started to like her immediately and immediately I felt that I met the right doctor who can tell me what is going on after years of suffering. Dr. Greenbloom's receptionist is very kind and professional.,"January 6, 2015",5,5,5,5
Dr. Susan Greenbloom,Rude and condescending. Thinks she knows everything even outside of her scope. Terrible.,"August 25, 2014",1,1,1,1
Dr. Susan Greenbloom,"I went to see Dr. Greenbloom because of the posts on this site. So I was shocked when I found her to be rude, dismissive and completely controlling with regard to my options for treatment. In fact, she told me I had only one option and wouldn't consider any alternatives I was suggesting even after I told her that I had a severe trauma history and was too frightened to go through with a colonoscopy. Her response to that statement was to provide me with a cold, blank stare. After spending five whole minutes in her office, I was dismissed without so much as a goodbye. I would not recommend this doctor.","April 12, 2013",4,4,1,1
Dr. Susan Greenbloom,Dr. Greenbloom is very knowledgeable and kind. She did my gastroscopy and colonoscopy and she was excellent. Her secretary was kind and effiecient! Very happy here!,"August 16, 2012",5,5,5,5
Dr. Susan Greenbloom,,"May 4, 2012",3,3,1,3
Dr. Susan Greenbloom,She has helped and guided me through my Crone's which has been in remission. She is very thorough and answers any questions I may have. I see her every five years for a check up and a colonoscopy.,"January 3, 2012",5,5,5,5
Dr. Susan Greenbloom,"Dr Greenbloom knows her craft! She is NOT rude, she is just blunt! She wants you to know everything! I think she is awesome!","March 16, 2011",5,4,5,5
Dr. Susan Greenbloom,"I've been seeing her for years, she knows what she's doing and is very professional. She also has a great sense of humour.","August 14, 2010",5,5,5,5
Dr. Susan Greenbloom,"Due to my extensive family history of colon cancer I was refered to her. Very knowledgable of options and latest research. Colonoscopy was fine, although she did cancel my follow-up appointment (as everything was fine). Will be going back to see her on a regular basis.","November 10, 2009",5,4,4,4
Dr. Susan Greenbloom,"Very caring and knowledgable doctor, encouraged and made me relaxed before my procedure.","April 15, 2009",5,5,5,5
Dr. Susan Greenbloom,"i know why some don't like her- she is to the point to say the least. however, i've NEVER had to wait more than 10 minutes past my appt time AND have had to be 'squeezed' in twice for emergency GI issues. what else can you ask for!? also got me into a clinical trial that allowed me to feel like the 32 year old that i am and not bedridden and in pain. i continue to be treated by her and have no plans on changing.","January 7, 2009",4,5,4,4
Dr. Susan Greenbloom,Very abrupt and rude. Not exactly the kind of doctor that deserves to be one. Made accusations and was way out of line - news flash for you Doctor - patients don't have to put up with your unprofessional attitude. If you have problems outside of work see a pychiatrist or invest in a self-help book. I believe you need it.,"September 29, 2008",2,3,2,2
Dr. Susan Greenbloom,I have been a patient of this Doctor for over 9 years and thanks to her I am now enjoying life again. I found her to be very knowledgeable and interested in getting to the source of my problems. She is a very caring and helpful person. I would highly recommend this Doctor.,"September 15, 2008",5,5,5,5
Dr. Susan Greenbloom,I LOVE this doctor! I have seen 3 other G.I specialists all men. They all treated me with no respect and made huge misdiagnoses. She is a wonderful diagnostician and is very caring. I would never second guess her opinion and she always has time for me. She is never rude or condescending. I hve nothing but good things to say about this doctor.,"August 23, 2008",5,4,5,5
Dr. Rima Petroniene,"I love her so far...she is saving my life and with such patience, thoroughness, knowledge, and diplomacy. It is a very scary and confusing time and I am extremely thankful to have access to her energy and support. She really is completely wonderful and everything you would want in a doctor. Crohn's is no fun at all and she's able to ground me quite well, to the point where I feel some relief just knowing I'm in her care and she's got my back in a completely supportive, well-rounded way. Thank you thank thank you dear lady!!!","September 11, 2017",5,5,5,5
Dr. Rima Petroniene,I've had Dr. Petroniene a couple of times and believe she is my favorite physician. Although I wasn't under her care in the hospital she popped in once or more every day to make sure I was comfortable and receiving everything I needed. I find she explains fully my options and provides her opinion of what is best. Would ALWAYS recommend her.,"May 23, 2017",5,4,5,5
Dr. Rima Petroniene,"I have never had such a non caring, rude doctor before in my life. Waited 4 hours to get a procedure done only to be told ""she is busy"" so another doctor had to do it. i have been waiting since April to see her and have been to the hospital 6 times in the past two weeks and have been trying to call her to see her, receptionist is rude and never answers the phone and told me ""she is too busy "" to see me. Would NEVER recommend her","October 18, 2016",1,1,1,1
Dr. Rima Petroniene,"This is a wonderful doctor who, if she doesn't know will go to any length to find an answer... she is very caring, thorough and gentle with a sense of humour...I have presented her with a number of issues that are not the most common and she found answers for me...she has listened to me try to explain and understood...I would definitely recommend her to everyone","October 7, 2016",5,5,5,5
Dr. Rima Petroniene,"Pleased to learn that my next colonoscopy will be conducted by Dr. Petroniene. Have been treated be her before , highly professional and have 100% confidence in her decisions and skills","May 4, 2016",5,5,5,5
Dr. Rima Petroniene,A very bright and thorough doctor. Great interpersonal skills,"July 20, 2015",5,4,5,5
Dr. Rima Petroniene,"Dr Petroniene is a very knowledgeable and caring person. Her demeanor is impeccable. She listens, cares, and does whatever is necessary to help her patients. I am so glad that she looks after me with my ulcerative colitis.","January 16, 2015",5,5,5,5
Dr. Rima Petroniene,"Extremely smart and professional excellent bedside manner really cares about patient,and follow up when needed","April 20, 2014",5,5,5,5
Dr. Rima Petroniene,"I believe that I am alive today because of Dr. Petroniene. She really knows her stuff! Before she diagnosed me with celiac disease and numerous other issues, l was terribly underweight, anemic, lacking many vitvitamins and minerals and tired all the time! She immediately started me on iron infusions, mega doses of needed vitamins, and arranged for some much needed surgery. She continues to monitor my health and set up whatever I need as soon as I need it. She is a very caring, knowledgeable physician with a fabulous bedside manner!","September 20, 2013",4,4,5,5
Dr. Rima Petroniene,"I found Dr. Petroniene to be very arrogant and rude. Although she knows her stuff, she does not accept any questions or attempts to seek better answers. My symptoms did not fit her diagnosis at all and instead of taking the time to work with me through the problem, she wanted to add more medication and more invasive procedures. When I asked her if there was another treatment option, she snapped at me. If you desire bedside manner or respectful discussion, do not visit this doctor. If you are willing to mindlessly let the doctor do what she wants, you should be fine. Personally, I'll look for a new doctor.","August 2, 2012",2,2,1,3
Dr. Rima Petroniene,"I was recommended to Dr. Petroniene for severe weight loss. I had a previous bowel obstruction with a perforation. She said there was nothing wrong with me but she would do a endoscopy/colonoscopy because my family Dr. recommended. She told me I was anorexic (92llbs) She told me I wouldn't live a very long life and she sent me to a dietitian to determine my caloric intake and suggested I see a psychiatrist. I have been a nurse for 12 years. The dietitian report came back that my caloric intake was well above what I need to gain weight. Her explanation was I was consuming ""empty"" calories!! She didn't book my scopes for 9 months in advance as she felt it wasn't necessary but she would do it to keep my Dr. ""happy"" When I went in for my scope she again told me she felt I had no disease but she would do some biopsies. On my discharge paper she wrote ""psychiatric?"" I was beyond degraded and upset. Two weeks later Biopsy came back positive for H-Pylori that I have had for ""YEARS""","October 26, 2011",1,1,1,1
Dr. Rima Petroniene,Dr. Petroniene is the best. Very intelligent and is caring. When I go to hospital for scopes I have no fears when I am under her care.,"July 25, 2011",5,5,5,5
Dr. Rima Petroniene,Very pleasant thorough doctor. Helped me accept and deal with my problem.,"May 2, 2011",5,4,4,5
Dr. Rima Petroniene,"courteous, attentive, and knowledgable. Explains thing clearly and offers options if any.","April 26, 2011",4,5,5,5
Dr. Rima Petroniene,I found her very helpful and informative. Did all the proper tests and follow up for my /Celiac Disease,"August 10, 2010",4,5,5,5
Dr. Rima Petroniene,i thank god everyday for a doctor like her. she safed my life. that was 4 years ago.,"August 4, 2010",4,3,5,5
Dr. Rima Petroniene,She was very professional. She helped me when I needed her. A little too fast with medication though. But other than that very helpful.,"September 14, 2009",3,4,4,4
Dr. Rima Petroniene,"Very impressed with Dr. Petroniene. I also have recently been diagnosed with ulcerative collitis and she took the time to explain the disease, what to expect in the future, and gave options for treatment. Did not throw too much information at me and scheduled for a follow up. Was very impressed and would recommend her to anyone requiring a gastroenterologist.","August 6, 2009",5,4,5,5
Dr. Rima Petroniene,I love Dr. Petroniene! She is very informative & has taken all of the right steps to help me understand my new diagnosis of Ulcerative Colitis. She is very understanding & has an excellent bedside manner. I would reccommend her to anyone needing a gastroenterologist!,"June 25, 2009",3,3,5,5
Dr. Rima Petroniene,"while the wait is VERY long to see her--the main reason is that she doesn't rush you out of her office! very knowledgeable. when thought she may have made an error in giving me a prescription, she called me on my cell phone within an hour to follow up. she also saw me very last minute when i was in a bind.","January 7, 2009",4,1,5,5
Dr. Rima Petroniene,"Had to wait 2 hours for appointment, then was treated rudely! Recieved incorrect information and condition worsened. Do Not Recommend.","September 3, 2008",1,1,1,1
Dr. Rima Petroniene,Excellent Doctor! Very caring and thorough...Helped me with my throat problem when no other doctor could.,"March 31, 2008",5,5,5,5
Dr. Rima Petroniene,"I am so lucky to have Dr. Petroniene as my gasteroentologist. I was a patient of another doctor and became very sick during pregnancy with gastero problems. My OB got me a quick change from my old doctor to Dr. Petroniene, and I couldn't have asked for better care. My daughter is now 15 months, and I still receive such quality care compared to what I received in the past from another doctor. She is very thorough! Not only does she perform all tests and procedures necessary, she always schedules appointments as check-ups, blood work, everything to ensure that the condition is maintained. We are so very lucky to have her as a doctor in Barrie!","January 22, 2008",5,5,5,5
Dr. Rima Petroniene,Dr. Petroniene is the best Dr. We are lucky to have her in Barrie. She took the time to see my son when no one else would. She has changed his life for the better and we will never forget it.,"October 26, 2007",5,5,5,5
Dr. Rima Petroniene,Dr. Petroniene took me on as a referral from my primary health care professional and I am so glad that she did. She is extremely knowledgeable and is wonderfully careful in her attention to her patients. She is kind and gentle and actually pays attention to her patients' concerns. I feel truly blessed to have her for my specialist.,"October 17, 2007",5,5,5,5
Dr. Rima Petroniene,"Dr Petroniene was my angel, she diagnosed me after a very difficult time with Crohn's. She is very passionate and offers you a variety of options if available. I have moved away since then. The hardest part about moving was leaving my primary specialist behind!","April 10, 2007","Staff
5
Punctuality
5
Helpfulness
5
Knowledge",5,5,5
Dr. Rima Petroniene,"Intelligent, kind, punctual and professional. Was my specialist in treatment of pulmonary embolisms. I could not of been in better hands and was very grateful for having her as my primary care specialist in hospital at a very traumatic time. Hospital staff also commented on her uniqueness and knowledge. Was well respectedand held in high regard.Thank you Dr. Petronine for being at the RVH at the time of my emergency - life saving timing for me!","March 27, 2007","Staff
5
Punctuality
5
Helpfulness
5
Knowledge",5,5,5
Dr. Rima Petroniene,"A true expert regarded highly by peers and patients. Very professional. Not swayed by patient pressue, firm in utilizing evidence based practice. I am fortunate to have her as a physician.","January 6, 2007","Staff
5
Punctuality
5
Helpfulness
5
Knowledge",5,5,5
Dr. R Syan,He's very thorough and spends his time with you. He does not rush you when you're in the room with him. His staff is amazing and his office is very nice. He's the type of doctor that you wish was your family doctor. I wish I could see him for all my health issues.,"November 28, 2016",5,5,5,5
Dr. R Syan,"Dr syan saw my mother in hospital, he was extremely rude, yelling at her her and belittling her, he also missed A very obvious chest infection. Would not recommend him at all, we are filing a formal complaint with hospital.","August 31, 2016",1,1,1,1
Dr. R Syan,Well I find some of these comments most contradictory. He may be a great surgeon and doctor but he was very RUDE to me when I was there. His staff - top notch but the rude things he said to me were very awful. He helped me a few years ago when I had contracted c-dif so either I was too sick or he has become very unhappy person. I would never recommend him unless you don't care what he says to you,"June 1, 2016",5,2,3,4
Dr. R Syan,"Thank you Dr. Syan for your 
expertise and attention to the people you help.","May 16, 2016",4,4,5,5
Dr. R Syan,"He saved my life, he is so caring! I would of been very sick. He took charge, he wanted to help me, he was very concerned about my health. I needed a certain procedure at the time and he made sure I was diagnosed before he went on vacation. Honestly if he wasn't there to help me, I would of ended up being very sick. I am forever grateful for him. I never got to thank him.. thank you Dr. Syan! We need more doctors like him.","October 7, 2014",5,5,5,5
Dr. R Syan,"Dr Syan is the best doctor/specialist I have ever seen. He has a great staff, well run office, and he is very knowledgeable. However, that can be said about many doctors, what sets him apart is his manner, personality and thoroughness. Unlike many doctors, he WANTS you to understand your situation, its causes, the procedures and the results and your comfort and peace of mind is his mission throughout. He is also a friendly, personable and fun man - we need more doctors like Rajinder Syan!","June 27, 2013",5,5,5,5
Dr. R Syan,"Dr. Siyan is a excellent doctor and so as well his staff, Denise and Sheila very well look after your needs. Dr. Syain is very caring Doctor and I wish we should have more specialist like Dr. Syain.","June 13, 2012",5,5,5,5
Dr. R Syan,"My mother has sufferd from hypertension and was hospitlized and Dr Syan was the attending. Wonderful...caring,compassionte. What other Dr. would take the time and call me regarding my mom! The most important aspect of his continued care is treating her as a viable human being not a 90 year old person waitng to die. My mom has been symptom free and is becoming stronger due to the care of Dr Syan and his wonderful nurse Sheila..","December 14, 2009",5,5,5,5
Dr. R Syan,"Dr. Syan and his staff are so caring and do their best to accommodate in panic situations. In my opinion, he is the best.","October 2, 2009",5,5,5,5
Dr. R Syan,"I found him very easy to talk to and helpful. Being the kind of Dr. you must continially deal with, this is important. His receptionist is very nice as well...very willing to get you in if it's urgent.","April 21, 2009",5,5,5,5
Dr. R Syan,"very good bedside manner, listening skills, and thoroughness.....an asset to Sarnia!","December 7, 2008",5,5,5,5
Dr. Lawrence Cohen,Dr. Cohen is one of the most caring doctors we have ever dealt with along with nurse Mrs Pat Morin ! There are not many specialists who would phone you at home after the procedure to see how the patient is doing ! Thanks to all the staff at Sunnybrook .,"August 3, 2017",5,5,5,5
Dr. Lawrence Cohen,"Dr. Cohen has been my Gastro dr. since mid 1980's. He has been professional, caring, thoughtful and sincere every interaction and visit I have had with him. Thank you, Dr Cohen.","January 19, 2017",5,5,5,5
Dr. Lawrence Cohen,"I've known Dr Cohen since 1999. I value his opinions, his diagnoses and his treatment of me. he is warm, generous and a great Dr. I was glad to have him on my side in 2008 and when he originally diagnosed me with Budd Chiari Syndrome in 1999. Thx mate, you literally SAVED my life :)","October 21, 2016",4,5,5,5
Dr. Lawrence Cohen,Dr. Cohen was my first specialist when I was first diagnosed with Crohn's disease 34 years ago. I've had many specialists since then because I've moved around Ontario. Dr. Cohen is by far the best Crohn's specialist I've had. I highly recommend him.,"March 8, 2016",5,4,5,5
Dr. Lawrence Cohen,"Highly recommend Dr. Lawrence Cohen. Knowledgable, professional, kind, patient and helped put me at ease before my tests.","September 28, 2015",5,5,5,5
Dr. Lawrence Cohen,straight-up guy.......need more like him in the field.,"September 20, 2015",5,5,5,5
Dr. Lawrence Cohen,"I found Dr. Cohen to be casual and friendly, making me feel very comfortable. He told me to come back again if I continue to have problems and that made me feel reassured, particurly since it's hard to find good specialists in Toronto.","February 8, 2015",3,2,4,4
Dr. Lawrence Cohen,Great doctor. Actually cares about your treatment. I don't understand the comment who mentioned something thinking that he is a control freak. I think he may be mixing this doctor up with another because I can assure you he is not anything like that at all.,"September 23, 2014",5,5,5,5
Dr. Lawrence Cohen,"This Dr. told me and I quote ""there is no explanation for your pain"" I had an inflamed gall bladder along with several inflamed gall stones. The pain was unbearable. Because I asked about using Marijuana as treatment for my Crohn's disease some time before that, he treated me like an absolute criminal. He would not even prescribe me any pain relief. Furthermore when I went to consult another Dr about it, this Dr decided to call Dr Cohen and he proceeded to discuss my case and whatever he said to the new Dr, it had the Dr decide that he would not investigate anything that Dr Cohen had done previously. I was an utter mess and quite frankly I was dying. If not for the intervention of my family Dr, who ordered the proper test, then connected me with a surgeon from the same Hospital, who finally removed my Gall bladder. I have recovered thank goodness and absolutely no thanks to Dr Cohen. After everything I have read about waiting for him on this site, DON'T he's not worth the wait.","May 5, 2014",1,1,1,1
Dr. Lawrence Cohen,Great Doctor who is easy to contact and is also a very nice guy.,"March 13, 2014",5,5,5,5
Dr. Lawrence Cohen,"I was referred to Dr Cohen for a Colonoscopy by my GP. I had to wait 45 mins for my procedure, which seems good by the other comments on this page! I had a morning appt which is probably best if available. Other than that, the experience was better than I thought it would be. The worst part of this process is definately the night before!!! Dr Cohen is very kind, caring and professional. I would definately go back to him if I need a Gastro surgeon again. The staff at the Finch/Keele location are also wonderful.","January 6, 2014",5,4,5,5
Dr. Lawrence Cohen,"Nice guy. Seems Knowledgeable. BUT, the first time I saw him at his Finch/Keele was for a colonoscopy. After a 4 HOUR WAIT for this procedure I was told I needed surgery. Here we are today after 2 major surgeries. I went for my follow up today as recommended by my surgeon. I arrived 20 minutes EARLY for my scheduled appointment. One hour goes by. I ask the receptionist ""what gives?"" She pointed to a sign that basically said to expect waits of up to 3 hours. She also said that I would likely be waiting another 2 hours before he saw me. I told her to tell him he's FIRED! I am not in any condition to be sitting in a doctor's office for 3 or 4 hours waiting nor is it fair to anyone to make them wait so long. It is obvious that this Dr. overbooks and runs a factory. I can understand a possible wait of up to an hour but 3 to 4 hours is ridiculous! Sorry Doc but, I won't be back! I have a few specialists that I see and NONE HAS EVER made me wait more that an hour.","July 5, 2013",1,1,1,3
Dr. Lawrence Cohen,"The absolute best GI ever. Sunnybrook Hospital is one of the best because of you! I have known Dr Lawrence Cohen for over 10 years. He is most efficient, personable, caring. He is one of the few surgeons who would actually TALK to you and ask about your concerns before and after your procedure. It is good to know that Dr Cohen cares about his patients so much that he sends a copy of the report to your home address. I appreciate receiving a copy of my report from his office, as I am the one who should be pro-active about my health issues. He is a great doctor at Sunnybrook in that he meets with the patient and sets them at ease before the procedures.I recommend him and give him an A+++. Dr Cohen, a doctor cannot survive without his patients, and because of your efficiency, calm, personable, approachable nature to patients, we trust your judgement and will return and will recommend others to you. You are the BEST.","June 10, 2013",5,5,5,5
Dr. Lawrence Cohen,I was diagnosed with HepC and the local doctor in Owen Sound was a quack at best. Dr Cohen gave me his complete undivided attention when I went to Toronto to see him and treated me with the utmost respect. I am now virus free thanks to this wonderful man.......thank you Dr Cohen for saving my life...,"June 7, 2013",5,5,5,5
Dr. Lawrence Cohen,"I have had this Doctor for about 7 Years, I've had Crohn's Disease for 25 years. This Doctor is a MONSTER!!! He doesn't listen at all to anything the Patient says, he is a Control freak and after my last meeting with him, where a Family member attended, he unleashed a wrath of fury, screaming at me, pointing fingers, all the while he had no idea WHATSOEVER was going on with my course of Treatment. He likes to spool patinets into the ""REMICADE PROGRAM"", where he'll have little contact with you while prescribing potentially fatal medications. Ihad a minor infusion-site reaction, I called the Remicade Nurses, was ORDERED TO STOP CONTINUING REMICADE INFUSIONS, and frankly, all the Remicade was doing was filling me with toxins, and totally disrupting my life.Dr. Cohen takes 3 weeks to return calls. Never on a Sunday. My Family member, who experienced Open-Heart Surgery, was ABSOLUTELY SHOCKED at Dr. Cohen' Agression. He is a Psycopath, who has no idea of his patients needs or Health File.","Submitted February 2, 2013",2,3,2,2
Dr. Lawrence Cohen,,"November 29, 2010",1,1,1,2
Dr. Lawrence Cohen,The best GI in the World! Seems he actually cares about you. Is personable.,"April 21, 2010",4,1,4,5
Dr. Lawrence Cohen,Best Doctor Ever. I have been a patient for over 10 yrs. He has seen me through a lot of ups and downs. His compassion and support are a true complement to his brilliant technical skills,"September 7, 2009",5,5,5,5
Dr. Lawrence Cohen,very professionnal and compassionatesame for the staff great team,"August 25, 2008",5,5,5,5
Dr. Lawrence Cohen,"Dr. Cohen performed 2 colonoscopy's on me - one at the private (Life Screening)office (Bay/Wellesley) and one at Sunnybrook. I found his manner a little warmer at the for-profit office than at the OHIP-paid Sunnybrook procedure. Still, he is very professional, direct and he knows his stuff. My only complaint is that it takes more than a year to get onto his OHIP colonoscopy schedule compared to just 4-weeks for his private-clinic roster. If you want the best, I guess you have to pay for them, one way or another, and he is one of the best.","October 23, 2007",5,5,4,5
Dr. Lawrence Cohen,"This doctor is by far the best doctor in any practices. If he is not available to answer any of your concerns, he will give you a call on a sunday morning. The only thing negative I would have to say about this wonderful doctor is : Take more vacations! you work too hard ! Thank you for everything you have done for all your patients. You are just incredible and you are the true picture of what a doctor should be !","September 28, 2007",5,5,5,5
Dr. Robert Spaziani,"Amazing Doctor!! I was referred to see him through the IMRAC clinic at St Joe's. At 1st I had to wait to get an appt. to see him, but he was worth the wait. A doctor with knowledge, compassion, and all about putting the best interest of his patient first!! When others pushed him for a treatment plan (including my family & hospital team) he opted for more tests, and full results so he could treat me properly. So glad he didn't treat me for what they saw, but what the tests were indicating. Thanks to Dr Spaziani I have a 2nd chance at a good quality of life!","September 27, 2017",5,4,5,5
Dr. Robert Spaziani,Very disappointed with his attitude and lack of preparation,"September 11, 2017",4,1,1,3
Dr. Robert Spaziani,"Wonderful Doctor. Would recommend him to anyone.
I have seen him several times over the years and each time he made me feel very comfortable.","July 23, 2017",5,3,5,5
Dr. Robert Spaziani,"from experience do not trust this doctor, I would recommend you seek advice from another","July 20, 2017",1,1,1,1
Dr. Robert Spaziani,Very compassionate doctor with incredible knowledge,"April 20, 2017",5,4,5,5
Dr. Robert Spaziani,Really makes you feel very comfortable when talking to you. Very down to earth and does not make you feel like you are inferior as some doctors do. I would recommend him to anyone. Very very nice.,"April 6, 2017",5,4,5,5
Dr. Robert Spaziani,"What a wonderful doctor!
I was referred to dr spaziani by my family doctor for an ongoing stomach pain.
Dr spaziani went to the root of the problem and did an endoscopy and a colonoscopy...
As a 24is yr old getting one done I was terrified.. but he made everything seem so smoothe!
I hope he can do all my colonoscopies, now that I have to get them done every 5 years!","February 9, 2017",5,5,5,5
Dr. Robert Spaziani,"Hard to get an appointment, but worth the wait. He is super relaxed but know his sh*t. Pun intended. Great doctor, always made me feel better after my appointments.","January 27, 2017",5,3,5,5
Dr. Robert Spaziani,"I seen Dr. Spaz approximately two months ago as I was in severe pain. Within a few short amount of time I was diagnosed with Crohns. 
Dr. Spaziani is very well educated and blunt. He doesn't sugar coat anything but he did get to the bottom of my pain and was able to help me. I would definitely recommend him but just a heads up, he's so handsome making a colonoscopy abit awkward. 
Within a month he had several tests done on myself as he wanted to make sure he gave me the right diagnosis. My mother is currently seeing Dr. Halder out of Mc Master and what Spaziani did for me in less then a month, she's still waiting for six months for. 
This doctor is amazing. His receptionist is also very patient and has a great deal of compassion.","January 19, 2017",5,5,5,5
Dr. Robert Spaziani,"Found The Doc very helpful, a Dr who cares five star review.","October 7, 2016",5,5,5,5
Dr. Robert Spaziani,Little to say other than very disappointed with everything regarding this doctor,"April 6, 2015",1,1,1,1
Dr. Robert Spaziani,"My mother was referred to Dr Spaziani by her GP as he 'was the best in the city'. Dr Spaziani did minimal care of her while she was in hospital. She was fortunate to have another specialist who was kind, and got to the bottom of her problem. She was doing great at the time of her discharge, however later that evening she developed terrible diarrhea that went on for weeks. I called the office several times to express my concern and was told by him that this was 'just her IBS"". When I told him that she never had sypmtoms like this and thought Maybe c difficile. He said no she was tested and not it. I finally insisted he retest her and she did have c difficile and had to be admitted to hospital immediately. She was very frail and sick and we were worried we would lose her. Dr Spaziani said to me at one point Well she's lived a good life. I wonder if he would of felt that way if it was his mother. We switeched my mother to a new gastro and she has been great since .He's terrible","April 9, 2013",3,1,1,1
Dr. Robert Spaziani,"This doctor is very knowledgeable, caring and approachable. One the best we have seen.","August 30, 2012",5,4,5,5
Dr. Robert Spaziani,I have seen him twice....excellent bedside manner and patient explaining procedures.,"July 11, 2012",5,5,5,5
Dr. Robert Spaziani,"I was referred to 'Dr.Spaz' by my best friend - just like her I thought he was great! He was very thorough, excellent at answering all kinds of questions and is sympathetic with how you're feeling. Even though we didn't pinpoint what is wrong, I feel confident that he did everything he could to try to. A little hard to get an appointment with, but worth the wait!","May 7, 2012",5,5,5,5
Dr. Robert Spaziani,Very kind Doctor. Makes you feel at ease. Is very thorough. I would recommend him to anyone. Very knowledgeable.,"October 5, 2011",5,5,5,5
Dr. Robert Spaziani,"Excellent doctor. Very informative, kind, understanding. Highly recommend!!","November 16, 2009",5,5,5,5
Dr. Robert Spaziani,"I brought my elderly mom to see him. He was wonderful, may her feel very relaxed and took the time to answer all our questions and concerns. Would definately recommend him to anyone. Wish I had gone to see him for my own GI problems.","May 12, 2009",5,5,5,5
Dr. Robert Spaziani,Pleasant.Not intimidating. Short wait for tests. Long wait for follow-up.,"March 6, 2008",5,4,5,5
Dr. Howard L. Price,Excellent doctor and Marie is wonderful. I would recommend Dr. Price.,"August 6, 2015",5,4,5,5
Dr. Howard L. Price,"Thorough, knowledgeable, never double books like other doctors. Wonderful and personal level, as is his receptionist. Will see no other but him.","June 23, 2015",5,5,5,5
Dr. Howard L. Price,"Not very good at all, his secretary need to be let go.","May 2, 2015",1,1,1,2
Dr. Howard L. Price,Great and caring. He is practical but concerned about his patients. Very knowledgeable.,"June 12, 2013",5,5,5,5
Dr. Howard L. Price,"wonderful Doctor. My first time in to see Dr. Price he asked many pertinent questions, following that he immediately made arrangements for me to have a sigmoidscopy. He took tissue samples immediately, and arranged for me to have a colonoscopy within 3 days. He is extremely knowledgeable and cares about his patients. I am extremely pleased with the caring and diligence that Dr. Price has shown. Wonderful Dr. and great staff, he does not over book and is on time. My followup in his office regarding the tissue samples and the colonoscopy, I arrived 10-15 minutes early and was speaking with Dr. Price on time, if not a little early after the previous patient left.","March 1, 2013",5,5,5,5
Dr. Howard L. Price,"I rate Dr. Price & Marie a 5 on everything. Dr.Price has been my doctor for 26 years. I see him yearly for a colonoscopy. I moved to bowmanville in 1991 but would not even think of changing doctors. He always speaks with you directly & is kind & polite & can be more talkative at times than others. Thank you Dr. Price for your excellent care. Marie, you are fantastic too. And I must mention Pat, she was in the office before Marie. Both women very caring individuals as is Dr. Price.","January 9, 2012",5,5,5,5
Dr. Howard L. Price,"thought was a prince of a man. He saw me relatively quickly in a crisis first onset of UC. It took about six weeks to get a hospital consult. He was professional,kind, intelligent, polite, reasurring and had very good bedside mannerisms. I have total confidence and faith in him and my treatment .He also spent time answering my many questions.","December 3, 2011",5,4,5,5
Dr. Howard L. Price,Very attentive and with very good explanation to patients. Highly recommneded.,"April 10, 2011",5,5,5,5
Dr. Howard L. Price,"I owe my life to Dr. Price, he never gave up on me when so many others did. He is knowledgeable, caring and helpful. He truly cares for his patients and it is difficult when they are in crisis. There is no one else I trust. Marie is amazing as well.","December 2, 2010",5,5,5,5
Dr. Howard L. Price,"Wasn't very happy, told him I had blood in my stool and because nothing came up in my colonoscopy he said it had to have been red food??? I know the difference between food and blood. His bed side manner is not great, I have gone to see another doctor as I found it way to hard to communicate with him and believe he cared.","August 27, 2010",4,5,2,4
Dr. Howard L. Price,"I think with Specialist being so overworked we have to do research ourselves. Dr. Price is a good Doctor and we should be Thankful he is here to help. We do not have enough equipment and Doctors so it is only going to get worse with aging population. Thanks, for being there for us that do care.","April 12, 2009",4,4,5,3
Dr. Howard L. Price,"Very conflicted with Dr. Price, there's little wait times for him, he opens until late for those 9 to 5 people and he doesn't seem like a people person but he's not rude, you can tell he likes his job and he's good at it but he diagnosed me with spastic colon and told me medication will make it better?? I wish he was pro-active about IBS.","January 30, 2009",5,4,3,4
Dr. Howard L. Price,Dr. Price found it difficult to explain the condition as well as the options and provided very little information. Unfortunately his arrogance and bed side mannner leave much to be desired.,"April 16, 2007","Staff
4
Punctuality
1
Helpfulness
2
Knowledge",4,1,2
Dr. Howard L. Price,Does not engage in conversation <pout>. Not really willing to look at alternative therapies. Solid medically though.,"February 23, 2007","Staff
5
Punctuality
3
Helpfulness
4
Knowledge",5,3,4
Dr. Sean Pritchett,I found him cold unfeeling and unhelpful and unresponsive. I personally would not recommend him to anybody.,"August 16, 2017",1,3,1,3
Dr. Sean Pritchett,"The staff is the problem....the receptionist specifically....she never answers the phone, returns calls or has any compassion to work with the patients...very cold and bitter.
And because of her we will find another doctor!!","May 29, 2017",1,3,4,4
Dr. Sean Pritchett,"Extremely helpful, not only with colonoscopy and endoscopy, but with helping me sort out causes for some other symptoms. Intelligent and very personable doc.","July 23, 2015",5,5,5,5
Dr. Sean Pritchett,Dr Pritchett and staff were excellent. I was in for a colonoscopy 25 June 2014 and everyone displayed the best professionalism one could expect. P.S. finally the parking lot payment system at Belleville Hosp has been sorted out.,"July 15, 2014",5,5,5,5
Dr. Sean Pritchett,Very competent specialist. Always explains procedures and answers questions in a way that is easy to understand. His secretary has always been very friendly and returns my calls when I leave a message.,"May 26, 2014",5,5,5,5
